Stem,Strong,Dub,Sem,Accent,Class,Loan,Rhyme,Coda,Syll,Monosyll,Case,CountStr,CountWk,PropStr
Pole,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,112,126,0.4706
Politologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Acc,0,21,0
Politologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Dat,0,36,0
Politologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Gen,0,31,0
Polizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,78,4352,0.0176
Polizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,99,3695,0.0261
Polizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,5,1937,0.0026
Polyp,0,0,Ina,Ult,Null,1,Vt,T,2,0,Acc,21,84,0.2
Polyp,0,0,Ina,Ult,Null,1,Vt,T,2,0,Dat,19,51,0.2714
Polyp,0,0,Ina,Ult,Null,1,Vt,T,2,0,Gen,0,44,0
Populist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,50,0.0196
Populist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,43,0
Populist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,23,0
Portugiese,0,0,Hum,Pen,Null,2,E,X,4,0,Acc,0,91,0
Portugiese,0,0,Hum,Pen,Null,2,E,X,4,0,Dat,1,77,0.0128
Portugiese,0,0,Hum,Pen,Null,2,E,X,4,0,Gen,0,20,0
Posaunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,26,0
Posaunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,22,0
Posaunist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,8,0
Potentat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,0,31,0
Potentat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,0,26,0
Potentat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,2,32,0.0588
Präfekt,0,0,Hum,Ult,Ekt,1,Vtt,Tt,2,0,Acc,3,31,0.0882
Präfekt,0,0,Hum,Ult,Ekt,1,Vtt,Tt,2,0,Dat,0,34,0
Präfekt,0,0,Hum,Ult,Ekt,1,Vtt,Tt,2,0,Gen,0,39,0
Praktikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,41,921,0.0426
Praktikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,11,368,29
Praktikant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,201,0
Prälat,0,0,Hum,Ult,At,1,Vt,T,2,0,Acc,1,32,0.0303
Prälat,0,0,Hum,Ult,At,1,Vt,T,2,0,Dat,0,39,0
Prälat,0,0,Hum,Ult,At,1,Vt,T,2,0,Gen,0,45,0
Präsident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,55,3010,0.0179
Präsident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,41,1728,0.0232
Präsident,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,1,1178,0.0008
Prinz,0,0,Hum,Ini,Null,0,Vna,Na,1,1,Acc,170,1534,0.0998
Prinz,0,0,Hum,Ini,Null,0,Vna,Na,1,1,Dat,93,786,0.1058
Prinz,0,0,Hum,Ini,Null,0,Vna,Na,1,1,Gen,6,563,0.0105
Proband,0,0,Hum,Ult,Ant,1,Vnd,Nd,2,0,Acc,3,111,0.0263
Proband,0,0,Hum,Ult,Ant,1,Vnd,Nd,2,0,Dat,6,163,0.0355
Proband,0,0,Hum,Ult,Ant,1,Vnd,Nd,2,0,Gen,0,208,0
Produzent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,12,1110,0.0107
Produzent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,17,912,0.0183
Produzent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,375,0
Prokurist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,56,0
Prokurist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,1,230,0.0043
Prokurist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,54,0
Prolet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Acc,0,39,0
Prolet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Dat,1,36,27
Prolet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Gen,0,23,0
Propagandist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,15,0
Propagandist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,18,0.0526
Propagandist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,16,0
Prophet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Acc,40,1742,0.0224
Prophet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Dat,28,665,0.0404
Prophet,0,0,Hum,Ult,Et,1,Vt,T,2,0,Gen,4,812,0.0049
Proselyt,0,0,Hum,Ult,Yt,1,Vt,T,3,0,Acc,0,20,0
Proselyt,0,0,Hum,Ult,Yt,1,Vt,T,3,0,Dat,0,3,0
Proselyt,0,0,Hum,Ult,Yt,1,Vt,T,3,0,Gen,0,6,0
Protagonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,7,548,0.0126
Protagonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,5,319,0.0154
Protagonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,224,0
Protestant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,1,119,0.0083
Protestant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,0,109,0
Protestant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,38,0
Protokollant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Acc,0,37,0
Protokollant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Dat,1,19,0.05
Protokollant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Gen,0,23,0
Psychopath,0,0,Hum,Ult,Null,1,Vt,T,3,0,Acc,9,334,0.0262
Psychopath,0,0,Hum,Ult,Null,1,Vt,T,3,0,Dat,5,280,0.0175
Psychopath,0,0,Hum,Ult,Null,1,Vt,T,3,0,Gen,0,245,0
Publizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,43,0.0227
Publizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,55,0
Publizist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,57,0
Purist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,1,25,0.0385
Purist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,9,0
Purist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,7,0
Pyromane,0,0,Hum,Pen,Null,1,E,X,4,0,Acc,0,23,0
Pyromane,0,0,Hum,Pen,Null,1,E,X,4,0,Dat,1,16,0.0588
Pyromane,0,0,Hum,Pen,Null,1,E,X,4,0,Gen,0,11,0
Quadrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Acc,2,114,0.0172
Quadrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Dat,4,106,0.0364
Quadrant,0,0,Ina,Ult,Ant,1,Vnt,Nt,2,0,Gen,0,59,0
Querulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,1,79,0.0125
Querulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,0,29,0
Querulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,33,0
Quotient,0,0,Ina,Ult,Ent,1,Vnt,Nt,2,0,Acc,12,125,0.0876
Quotient,0,0,Ina,Ult,Ent,1,Vnt,Nt,2,0,Dat,7,78,0.0824
Quotient,0,0,Ina,Ult,Ent,1,Vnt,Nt,2,0,Gen,0,25,0
Rabe,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,4,697,0.0057
Rabe,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,3,275,0.0108
Rabe,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,19,171,0.1
Radiologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Acc,0,91,0
Radiologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Dat,2,158,0.0125
Radiologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Gen,0,22,0
Rassist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,12,216,0.0526
Rassist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,4,92,0.0417
Rassist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,54,0
Realist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,2,105,0.0187
Realist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,3,36,0.0769
Realist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,64,0
Rebell,0,0,Hum,Ult,Null,0,Vl,L,2,0,Acc,56,233,0.1938
Rebell,0,0,Hum,Ult,Null,0,Vl,L,2,0,Dat,27,108,0.2
Rebell,0,0,Hum,Ult,Null,0,Vl,L,2,0,Gen,1,162,0.0061
Referent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,26,852,0.0296
Referent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,8,400,0.0196
Referent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,322,0
Regent,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Acc,6,129,0.0444
Regent,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Dat,2,81,0.0241
Regent,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Gen,0,117,0
Rekrut,0,0,Hum,Ult,Null,1,Vt,T,2,0,Acc,3,135,0.0217
Rekrut,0,0,Hum,Ult,Null,1,Vt,T,2,0,Dat,1,89,0.0111
Rekrut,0,0,Hum,Ult,Null,1,Vt,T,2,0,Gen,0,74,0
Renegat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,1,26,37
Renegat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,0,8,0
Renegat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,0,16,0
Reservist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,1,41,0.0238
Reservist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,29,0
Reservist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,22,0
Revisionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,0,12,0
Revisionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,10,0
Revisionist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,8,0
Rezensent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Acc,1,88,0.0112
Rezensent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Dat,2,115,0.0171
Rezensent,0,0,Hum,Ult,Ent,1,Vnt,Nt,3,0,Gen,0,119,0
Rezipient,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Acc,0,59,0
Rezipient,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Dat,1,34,0.0286
Rezipient,0,0,Hum,Ult,Ent,1,Vnt,Nt,4,0,Gen,0,34,0
Riese,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,17,11526,0.0015
Riese,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,5,3556,0.0014
Riese,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,9,604,0.0147
Rivale,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,1,607,0.0016
Rivale,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,0,248,0
Rivale,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,0,151,0
Romanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,5,0
Romanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,9,0
Romanist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,4,0
Rüde,0,0,Ani,Ini,Null,0,E,X,2,0,Acc,26,2898,0.0089
Rüde,0,0,Ani,Ini,Null,0,E,X,2,0,Dat,12,1687,0.0071
Rüde,0,0,Ani,Ini,Null,0,E,X,2,0,Gen,4,296,0.0133
Rumäne,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,129,0
Rumäne,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,1,63,0.0156
Rumäne,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,31,0
Russe,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,1,596,0.0017
Russe,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,7,501,0.0138
Russe,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,139,0
Sachse,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,1,106,0.0093
Sachse,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,2,97,0.0202
Sachse,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,7,27,0.2059
Sadist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,1,77,0.0128
Sadist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,1,54,0.0182
Sadist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,45,0
Same,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,5,646,0.0077
Same,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,1,279,0.0036
Same,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,57,10,0.8507
Sarde,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,1,3,0.25
Sarde,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,7,0
Sarde,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,4,0
Satellit,0,0,Ina,Ult,It,1,Vt,T,3,0,Acc,51,1290,38
Satellit,0,0,Ina,Ult,It,1,Vt,T,3,0,Dat,39,600,61
Satellit,0,0,Ina,Ult,It,1,Vt,T,3,0,Gen,7,644,0.0108
Schamane,0,0,Hum,Pen,Null,0,E,X,3,0,Acc,10,676,0.0146
Schamane,0,0,Hum,Pen,Null,0,E,X,3,0,Dat,3,528,0.0056
Schamane,0,0,Hum,Pen,Null,0,E,X,3,0,Gen,3,369,0.0081
Schenk,0,0,Hum,Ini,Null,0,Vnt,Nt,1,1,Acc,11,149,0.0688
Schenk,0,0,Hum,Ini,Null,0,Vnt,Nt,1,1,Dat,3,43,0.0652
Schenk,0,0,Hum,Ini,Null,0,Vnt,Nt,1,1,Gen,2,39,0.0488
Scherge,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,46,0
Scherge,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,39,0
Scherge,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,15,0
Schiit,0,0,Hum,Ult,It,1,Vt,T,2,0,Acc,0,13,0
Schiit,0,0,Hum,Ult,It,1,Vt,T,2,0,Dat,0,14,0
Schiit,0,0,Hum,Ult,It,1,Vt,T,2,0,Gen,0,9,0
Schimpanse,0,0,Ani,Pen,Null,0,E,X,3,0,Acc,1,199,5
Schimpanse,0,0,Ani,Pen,Null,0,E,X,3,0,Dat,0,213,0
Schimpanse,0,0,Ani,Pen,Null,0,E,X,3,0,Gen,3,187,0.0158
Schöffe,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,0,50,0
Schöffe,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,0,29,0
Schöffe,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,0,112,0
Schotte,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,165,0
Schotte,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,3,160,0.0184
Schotte,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,10,49,0.1695
Schultheiß,0,0,Hum,Ini,Null,0,Vvf,F,2,0,Acc,23,32,0.4182
Schultheiß,0,0,Hum,Ini,Null,0,Vvf,F,2,0,Dat,20,20,0.5
Schultheiß,0,0,Hum,Ini,Null,0,Vvf,F,2,0,Gen,1,24,0.04
Schurke,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,11,723,15
Schurke,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,3,285,0.0104
Schurke,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,4,176,0.0222
Schwabe,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,175,0
Schwabe,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,173,0
Schwabe,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,60,0
Schwede,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,290,0
Schwede,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,1,286,0.0035
Schwede,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,3,55,0.0517
Seismograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Acc,2,53,0.0364
Seismograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Dat,6,42,125
Seismograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Gen,2,51,0.0377
Semit,0,0,Hum,Ult,It,1,Vt,T,2,0,Acc,0,4,0
Semit,0,0,Hum,Ult,It,1,Vt,T,2,0,Dat,0,2,0
Semit,0,0,Hum,Ult,It,1,Vt,T,2,0,Gen,0,1,0
Senegalese,0,0,Hum,Pen,Null,2,E,X,5,0,Acc,0,17,0
Senegalese,0,0,Hum,Pen,Null,2,E,X,5,0,Dat,0,13,0
Senegalese,0,0,Hum,Pen,Null,2,E,X,5,0,Gen,0,7,0
Separatist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,3,7,0.3
Separatist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,0,5,0
Separatist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,7,0
Serbe,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,99,0
Serbe,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,76,0
Serbe,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,1,39,25
Sklave,0,0,Hum,Ini,Null,0,E,X,2,0,Acc,6,1356,0.0044
Sklave,0,0,Hum,Ini,Null,0,E,X,2,0,Dat,5,748,0.0066
Sklave,0,0,Hum,Ini,Null,0,E,X,2,0,Gen,3,546,0.0055
Slawe,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,6,0
Slawe,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,10,0
Slawe,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,5,0
Slowake,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,35,0
Slowake,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,23,0
Slowake,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,11,0
Slowene,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,22,0
Slowene,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,25,0
Slowene,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,11,0
Solipsist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,10,0
Solipsist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,3,0
Solipsist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,5,0
Solist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,2,139,0.0142
Solist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,3,122,24
Solist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,70,0
Sophist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,22,0
Sophist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,1,13,0.0714
Sophist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,16,0
Sorbe,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,6,0
Sorbe,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,0,2,0
Sorbe,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,4,0
Sozialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,2,103,19
Sozialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,5,76,0.0617
Sozialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,77,0
Soziologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Acc,0,92,0
Soziologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Dat,0,113,0
Soziologe,0,0,Hum,Pen,Oge,1,E,X,5,0,Gen,0,98,0
Spekulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Acc,0,69,0
Spekulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Dat,3,43,0.0652
Spekulant,0,0,Hum,Ult,Ant,1,Vnt,Nt,3,0,Gen,0,37,0
Spezialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,38,3679,0.0102
Spezialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,53,4169,0.0126
Spezialist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,668,0
Statist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,4,67,0.0563
Statist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,5,55,0.0833
Statist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,34,0
Stipendiat,0,0,Hum,Ult,At,1,Vt,T,4,0,Acc,2,45,0.0426
Stipendiat,0,0,Hum,Ult,At,1,Vt,T,4,0,Dat,7,30,0.1892
Stipendiat,0,0,Hum,Ult,At,1,Vt,T,4,0,Gen,7,24,0.2258
Stratege,0,0,Hum,Pen,Null,1,E,X,3,0,Acc,0,111,0
Stratege,0,0,Hum,Pen,Null,1,E,X,3,0,Dat,0,64,0
Stratege,0,0,Hum,Pen,Null,1,E,X,3,0,Gen,0,47,0
Student,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Acc,78,2569,0.0295
Student,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Dat,107,1963,0.0517
Student,0,0,Hum,Ult,Ent,1,Vnt,Nt,2,0,Gen,8,1674,0.0048
Stylist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,3,68,0.0423
Stylist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,2,38,0.05
Stylist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,42,0
Sudanese,0,0,Hum,Pen,Null,2,E,X,4,0,Acc,0,15,0
Sudanese,0,0,Hum,Pen,Null,2,E,X,4,0,Dat,0,9,0
Sudanese,0,0,Hum,Pen,Null,2,E,X,4,0,Gen,0,14,0
Sunnit,0,0,Hum,Ult,It,1,Vt,T,2,0,Acc,0,12,0
Sunnit,0,0,Hum,Ult,It,1,Vt,T,2,0,Dat,1,15,0.0625
Sunnit,0,0,Hum,Ult,It,1,Vt,T,2,0,Gen,0,3,0
Sympathisant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Acc,2,50,0.0385
Sympathisant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Dat,4,41,0.0889
Sympathisant,0,0,Hum,Ult,Ant,1,Vnt,Nt,4,0,Gen,0,16,0
Szenarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,0,2,0
Szenarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,0,4,0
Szenarist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,0,5,0
Technokrat,0,0,Hum,Ult,At,1,Vt,T,3,0,Acc,0,15,0
Technokrat,0,0,Hum,Ult,At,1,Vt,T,3,0,Dat,0,10,0
Technokrat,0,0,Hum,Ult,At,1,Vt,T,3,0,Gen,0,13,0
Telefonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Acc,1,9,0.1
Telefonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Dat,1,3,0.25
Telefonist,0,0,Hum,Ult,Ist,1,Vft,Ft,4,0,Gen,0,6,0
Telegraph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Acc,2,45,0.0426
Telegraph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Dat,0,10,0
Telegraph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Gen,0,26,0
Terrorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Acc,44,986,0.0427
Terrorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Dat,19,476,0.0384
Terrorist,0,0,Hum,Ult,Ist,1,Vft,Ft,3,0,Gen,1,373,0.0027
Theologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Acc,1,477,0.0021
Theologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Dat,2,531,0.0038
Theologe,0,0,Hum,Pen,Oge,1,E,X,3,0,Gen,1,402,0.0025
Therapeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Acc,49,3031,0.0159
Therapeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Dat,37,2549,0.0143
Therapeut,0,0,Hum,Ult,Aut,1,Vvt,T,3,0,Gen,0,957,0
Tomograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Acc,0,13,0
Tomograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Dat,0,9,0
Tomograph,0,0,Ina,Ult,Graf,1,Vf,F,3,0,Gen,0,9,0
Tourist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,25,962,0.0253
Tourist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,29,516,0.0532
Tourist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,336,0
Transvestit,0,0,Hum,Ult,It,1,Vt,T,3,0,Acc,3,108,27
Transvestit,0,0,Hum,Ult,It,1,Vt,T,3,0,Dat,8,80,0.0909
Transvestit,0,0,Hum,Ult,It,1,Vt,T,3,0,Gen,0,56,0
Trilith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Acc,0,13,0
Trilith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Dat,3,3,0.5
Trilith,0,0,Ina,Ult,Lith,1,Vt,T,2,0,Gen,0,3,0
Trotzkist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Acc,0,11,0
Trotzkist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Dat,0,9,0
Trotzkist,0,0,Hum,Ult,Ist,1,Vft,Ft,2,0,Gen,0,7,0
Tscheche,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,0,125,0
Tscheche,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,2,100,0.0196
Tscheche,0,0,Hum,Ini,Null,2,E,X,2,0,Gen,0,36,0
Tscherkesse,0,0,Hum,Pen,Null,2,E,X,3,0,Acc,0,1,0
Tscherkesse,0,0,Hum,Pen,Null,2,E,X,3,0,Dat,0,6,0
Tscherkesse,0,0,Hum,Pen,Null,2,E,X,3,0,Gen,0,1,0
Türke,0,0,Hum,Ini,Null,2,E,X,2,0,Acc,5,1088,0.0046
Türke,0,0,Hum,Ini,Null,2,E,X,2,0,Dat,8,845,0.0094
